,name,experience,employment,created_at,selary,address,type,schedule,work_schedule_by_days,working_hours
126597664,Оператор 1С на первичную документациию,От 1 года до 3 лет,Полная занятость,2025-10-25 T10:00:44,60000-60000 RUR,"Екатеринбург, проспект Космонавтов, 17",Открытая,Полный день,5/2,8 часов
126884471,Оператор сервисного центра,От 1 года до 3 лет,Полная занятость,2025-10-23 T16:15:57,50000-None RUR,"Краснодар, Уральская улица, 87/1",Открытая,Полный день,5/2,8 часов
126639105,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-23 T09:33:38,1840-1840 BYR,"Минск, проспект Дзержинского, 57",Открытая,Сменный график,2/2,12 часов
125981447,Менеджер чат-поддержки / оператор контакт-центра,От 1 года до 3 лет,Полная занятость,2025-10-24 T18:28:36,70000-None RUR,"Москва, улица Кржижановского, 14к3",Открытая,Полный день,5/2,8 часов
126408065,Оператор ПК/Оператор базы данных,От 1 года до 3 лет,Полная занятость,2025-10-22 T14:26:10,Не указано,"Санкт-Петербург, Московское шоссе, 235, лит А",Открытая,Полный день,5/2,8 часов
126791437,Оператор машины посола сырья,Нет опыта,Полная занятость,2025-10-24 T16:51:53,5500-5500 RUR,"Санкт-Петербург, проспект Непокорённых, 63к36",Открытая,Сменный график,2/2,11 часов
126904186,Рабочий на производство/оператор ТПА,Нет опыта,Полная занятость,2025-10-24 T10:49:48,78000-None RUR,"Рязань, район Южный Промышленный узел, 11",Открытая,Сменный график,2/2,12 часов
126416750,Оператор ПК,От 1 года до 3 лет,Полная занятость,2025-10-10 T16:49:56,60000-60000 RUR,"сельский посёлок Кудьма, Индустриальная улица, 5",Открытая,Сменный график,3/3,11 часов
126643307,Оператор 1С,Нет опыта,Полная занятость,2025-10-23 T10:39:59,85000-None RUR,"Москва, улица Свободы, 35с12Б",Открытая,Сменный график,2/2,12 часов
126673195,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-23 T16:56:18,75000-110000 RUR,"Всеволожск, Всеволожский проспект, 113",Открытая,Сменный график,2/2,12 часов
126769899,Оператор-фасовщик,Нет опыта,Полная занятость,2025-10-24 T11:31:21,70000-75000 RUR,"Екатеринбург, Орджоникидзевский район, микрорайон Эльмаш, Промышленный проезд, 10",Открытая,Полный день,5/2,8 часов
125363851,Оператор линии ЖКХ (из дома),Нет опыта,Полная занятость,2025-10-14 T15:04:34,None-66000 RUR,Не указано,Открытая,Удаленная работа,2/2,12 часов
125904385,Оператор 1С (м.Владыкино),От 1 года до 3 лет,Частичная занятость,2025-10-23 T14:57:59,30400-None RUR,"Москва, Сигнальный проезд, 7Бс2",Открытая,Полный день,По выходным,8 часов
126261050,Оператор линии по производству мороженого,От 1 года до 3 лет,Полная занятость,2025-10-07 T14:41:37,90000-None RUR,"посёлок Берёзовый, улица Профессора Рудакова, 67",Открытая,Полный день,5/2,8 часов
126671649,Кладовщик/оператор склада Елино,От 1 года до 3 лет,Полная занятость,2025-10-17 T16:22:10,Не указано,"деревня Елино, Рабочая улица, 6",Открытая,Полный день,5/2,8 часов
126776229,Оператор 1 С,Нет опыта,Полная занятость,2025-10-21 T12:53:55,32000-32000 RUR,"Барнаул, Власихинская улица, 127Б",Открытая,Полный день,5/2,8 часов
126811569,Оператор-кассир,От 1 года до 3 лет,Полная занятость,2025-10-22 T10:43:56,Не указано,"Набережные Челны, Альметьевский тракт, 18А",Открытая,Полный день,5/2,8 часов
126741260,Оператор call-центра (бронирование в ресторане),От 1 года до 3 лет,Полная занятость,2025-10-23 T16:10:37,None-55000 RUR,Не указано,Открытая,Удаленная работа,5/2,8 часов
126769951,Рабочий - оператор производственной линии на производство уличной мебели,Нет опыта,Полная занятость,2025-10-21 T11:32:02,90000-100000 RUR,село Сватково,Открытая,Полный день,5/2,8 часов
126121402,Оператор 1С 8.3 УТ 11. 5 (Удаленно),От 1 года до 3 лет,Полная занятость,2025-10-03 T16:11:31,Не указано,Не указано,Открытая,Удаленная работа,5/2,8 часов
126850335,Оператор - комплектовщик в аптеку (г. Хабаровск),Нет опыта,Полная занятость,2025-10-24 T12:38:18,55000-None RUR,"Хабаровск, улица Карла Маркса, 166",Открытая,Сменный график,2/2,12 часов
125567545,Оператор ПК/Оператор базы данных,Нет опыта,Полная занятость,2025-10-05 T11:21:17,60000-80000 RUR,"Калуга, улица Фомушина, 33",Открытая,Полный день,5/2,8 часов
126567564,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-24 T14:12:49,120000-200000 RUR,"деревня Кузнецово, Центральная улица, 167Г",Открытая,Полный день,5/2,8 часов
126733060,Оператор котельной (газовой),Нет опыта,Полная занятость,2025-10-20 T14:21:32,29400-29400 RUR,"Пушкин, Кадетский бульвар, 17",Открытая,Сменный график,1/3,24 часа
126812014,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-22 T10:49:33,60000-60000 RUR,"Санкт-Петербург, Кубинская улица, 75к1",Открытая,Полный день,5/2,8 часов
126885180,Оператор call-центра,Нет опыта,Частичная занятость,2025-10-23 T16:33:45,200000-None KZT,Не указано,Открытая,Удаленная работа,Другое,Другое
126900131,Бухгалтер оператор склада ПК и 1С / Специалист по товарному учету,От 1 года до 3 лет,Полная занятость,2025-10-24 T09:52:16,80000-100000 RUR,"Одинцово, Транспортный проезд, 10",Открытая,Полный день,5/2,8 часов
126905618,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-24 T11:12:53,70000-None RUR,"Фрязино, Окружной проезд, 5Б",Открытая,Полный день,5/2,8 часов
126226527,Оператор 1С,Нет опыта,Полная занятость,2025-10-07 T09:58:04,50600-None RUR,"Липецк, Трубный проезд, 17Б",Открытая,Полный день,5/2,8 часов
126812661,Оператор производственной линии,От 1 года до 3 лет,Полная занятость,2025-10-22 T10:58:44,103400-122200 RUR,"Ногинск, Бетонная улица, 1",Открытая,Гибкий график,6/1,11 часов
126913846,Менеджер по сопровождению продаж / Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-24 T13:46:17,100000-120000 RUR,"Москва, Большая Новодмитровская улица, 36",Открытая,Полный день,5/2,8 часов
126914160,Специалист по документообороту / Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-24 T13:52:33,80000-80000 RUR,"Химки, Куркинское шоссе, с2",Открытая,Полный день,5/2,8 часов
126438142,Оператор 1С склад,От 1 года до 3 лет,Полная занятость,2025-10-25 T03:23:57,60000-70000 RUR,"Краснодар, 4-й Тихорецкий проезд, 5",Открытая,Полный день,5/2,8 часов
126607388,Оператор 1 С,От 1 года до 3 лет,Полная занятость,2025-10-16 T12:28:09,None-58000 RUR,"Пенза, улица Байдукова, 68Б",Открытая,Полный день,5/2,8 часов
126631567,Оператор 1с,Нет опыта,Полная занятость,2025-10-17 T04:50:05,40000-70000 RUR,"Иркутск, Байкальская улица, 295Д",Открытая,Полный день,5/2,8 часов
126759513,Оператор 1C,Нет опыта,Полная занятость,2025-10-21 T09:08:29,50000-None RUR,"Благовещенск, микрорайон КПП, Текстильная улица, 118",Открытая,Сменный график,2/2,10 часов
126808520,Оператор станков с ЧПУ,От 1 года до 3 лет,Полная занятость,2025-10-22 T10:00:20,70000-120000 RUR,"Киров, Солнечный проезд, 1/1",Открытая,Полный день,3/2,8 часов
126841772,Оператор PAYNET,Нет опыта,Полная занятость,2025-10-23 T06:52:53,4000000-None UZS,"Ташкент, улица Мирзо Улугбека, 122/1",Открытая,Полный день,6/1,9 часов
126894140,Оператор call-центра,От 1 года до 3 лет,Полная занятость,2025-10-24 T07:39:26,6000000-7000000 UZS,"Ташкент, улица Катта Дархон, 23",Открытая,Полный день,5/2,8 часов
126433144,Оператор для просмотра камер видеонаблюдения,От 1 года до 3 лет,Полная занятость,2025-10-12 T12:12:21,40000-40000 RUR,Краснодар,Открытая,Удаленная работа,5/2,7 часов
126755984,Оператор в Автосалон,Нет опыта,Полная занятость,2025-10-21 T07:41:38,200000-600000 KZT,Не указано,Открытая,Полный день,6/1,8 часов
126758581,Оператор производственной линии,От 1 года до 3 лет,Полная занятость,2025-10-21 T08:52:54,110000-140000 RUR,"Химки, микрорайон Сходня, Железнодорожная улица, 8",Открытая,Полный день,5/2,8 часов
126874128,Ученик Оператор лазерного станка на наградное производство,Нет опыта,Полная занятость,2025-10-23 T13:19:13,70000-80000 RUR,"Москва, Полярная улица, 31Вс7",Открытая,Полный день,5/2,8 часов
126882659,Специалист по обработке возвратов (Оператор WMS/1С),От 1 года до 3 лет,Полная занятость,2025-10-23 T15:45:00,82500-None RUR,"Домодедово, микрорайон Северный, Логистическая улица, 1к9",Открытая,Сменный график,1/3,24 часа
126894633,Оператор (менеджер) по работе с заказами на маркетплейсе в единственном лице,От 1 года до 3 лет,Полная занятость,2025-10-24 T08:04:02,36000-60000 RUR,"Барнаул, улица Малахова, 157",Открытая,Полный день,5/2,8 часов
126914544,"Наладчик ТПА, оператор производственной линии, литейщик без опыта",Нет опыта,Полная занятость,2025-10-24 T14:02:16,None-120000 RUR,"посёлок Новый Свет, 102",Открытая,Полный день,5/2,12 часов
126090040,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-03 T06:36:18,65000-None RUR,"Красноярск, Северное шоссе, 7Д",Открытая,Полный день,5/2,8 часов
126218597,Оператор электронных заявок,Нет опыта,Частичная занятость,2025-10-07 T07:51:14,78000-None RUR,Не указано,Открытая,Удаленная работа,5/2,4 часа
126529887,Оператор склада,Нет опыта,Полная занятость,2025-10-14 T16:23:29,70000-85000 RUR,"Ростов-на-Дону, Буйнакская улица, 2",Открытая,Сменный график,2/2,Другое
126640193,Оператор станков с ЧПУ,От 3 до 6 лет,Полная занятость,2025-10-17 T09:51:08,100000-180000 RUR,"Екатеринбург, площадь Первой Пятилетки, 1",Открытая,Сменный график,2/2,11 часов
126733878,Оператор 1С/Оператор базы данных,От 1 года до 3 лет,Полная занятость,2025-10-20 T14:32:49,8000000-None UZS,"Ташкент, улица Нукус, 29",Открытая,Полный день,5/2,8 часов
126780317,Оператор 1С /Ассистент менеджера по продажам,Нет опыта,Полная занятость,2025-10-24 T14:00:07,80000-80000 RUR,"Санкт-Петербург, Кондратьевский проспект, 15к5",Открытая,Полный день,5/2,8 часов
126810925,Оператор производственной линии,От 1 года до 3 лет,Полная занятость,2025-10-22 T10:35:28,107000-None RUR,"Боровский район, улица 6-я Площадка, 1",Открытая,Сменный график,2/2,12 часов
126157588,Кассир оператор (с. Доскино),Нет опыта,Полная занятость,2025-10-06 T08:30:46,60000-None RUR,"село Доскино, Магистральная улица, 44Б",Открытая,Сменный график,2/2,12 часов
126670500,Оператор / Специалист производственной линии,Нет опыта,Полная занятость,2025-10-21 T11:47:33,100000-130000 RUR,"Нижний Новгород, улица Коминтерна, 5",Открытая,Полный день,5/2,8 часов
126787862,Оператор станков с ЧПУ (лазерная резка металла),Нет опыта,Полная занятость,2025-10-21 T15:48:19,Не указано,"Нижний Новгород, Московское шоссе, 52Ф",Открытая,Полный день,5/2,8 часов
126833251,Оператор станков с ЧПУ (механообработка),От 1 года до 3 лет,Полная занятость,2025-10-22 T16:49:32,110000-150000 RUR,"Нижний Новгород, улица Зайцева, 31к22",Открытая,Сменный график,2/2,12 часов
103979657,Оператор контактного центра / Менеджер поддержки пользователей,От 1 года до 3 лет,Полная занятость,2025-10-08 T09:49:06,70000-80000 RUR,Не указано,Открытая,Удаленная работа,5/2,8 часов
125498830,Упаковщик / оператор / начинающий специалист,Нет опыта,Полная занятость,2025-10-24 T13:51:00,80000-None RUR,"Москва, улица Грина, 7с29",Открытая,Полный день,5/2,8 часов
125634366,Оператор (техник)/ученик,Нет опыта,Полная занятость,2025-10-23 T07:52:47,80000-None RUR,"Чайковский, Приморский бульвар, 32",Открытая,Полный день,Другое,Другое
126574443,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-15 T16:00:56,70000-110000 RUR,"Саратов, Песчано-Уметская улица, 10А",Открытая,Полный день,Другое,Другое
126780705,Оператор 1с,От 1 года до 3 лет,Полная занятость,2025-10-21 T14:07:19,40000-40000 RUR,"Набережные Челны 52.363822, 55.691273, Казанский проспект, 228Ж",Открытая,Полный день,5/2,8 часов
126781330,Оператор на линию,Нет опыта,Полная занятость,2025-10-21 T14:19:27,65000-None RUR,"Смоленск, Индустриальная улица, 9",Открытая,Сменный график,2/2,12 часов
126896047,Оператор станка с ЧПУ (фрезерная группа и токарная группа),От 1 года до 3 лет,Полная занятость,2025-10-24 T08:41:19,None-150000 RUR,"деревня Пирогово, Высотная улица, 11",Открытая,Сменный график,3/3,12 часов
126674004,Оператор ПК,От 1 года до 3 лет,Полная занятость,2025-10-17 T17:12:41,56000-56000 RUR,"Нижний Новгород, улица Коминтерна, 30А",Открытая,Полный день,5/2,8 часов
126780173,Бухгалтер-оператор,От 1 года до 3 лет,Полная занятость,2025-10-24 T09:59:06,49000-None RUR,"Липецк, улица 3 Сентября, 17",Открытая,Полный день,5/2,8 часов
126781982,Наладчик - оператор станков с ЧПУ,От 1 года до 3 лет,Полная занятость,2025-10-21 T14:29:51,120000-None RUR,"Нижний Новгород, улица Зайцева, 35",Открытая,Полный день,5/2,8 часов
126085883,"Оператор на выписку товара, 1С",От 1 года до 3 лет,Полная занятость,2025-10-02 T21:08:49,50000-None RUR,"Киров, улица Романа Ердякова, 42А/6",Открытая,Полный день,5/2,8 часов
126118460,Оператор на производство,Нет опыта,Полная занятость,2025-10-24 T15:16:03,80000-90000 RUR,"Нижний Новгород, улица Федосеенко, 6к4",Открытая,Полный день,5/2,8 часов
126597268,Бухгалтер-оператор,От 3 до 6 лет,Полная занятость,2025-10-16 T09:55:00,400000-400000 KZT,"Алматы, улица Бегайым, 7",Открытая,Полный день,5/2,8 часов
126746129,Оператор склада в отель,От 1 года до 3 лет,Полная занятость,2025-10-20 T17:25:22,69600-78300 RUR,"Сочи, Курортный проспект, 86",Открытая,Полный день,5/2,8 часов
125967047,Оператор 1с,Нет опыта,Полная занятость,2025-10-13 T16:48:33,70000-None RUR,"Санкт-Петербург, улица Салова, 23А",Открытая,Сменный график,2/2,12 часов
126682558,Оператор call-центра,Нет опыта,Полная занятость,2025-10-18 T13:09:31,5000000-None UZS,"Ташкент, Чиланзарский район, 3-й проезд Навбахор, 144/1",Открытая,Полный день,5/2,8 часов
126703150,Оператор в Автосалон,Нет опыта,Полная занятость,2025-10-20 T09:33:00,300000-800000 KZT,Не указано,Открытая,Полный день,5/2,8 часов
126812967,Товаровед / Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-22 T11:02:42,90000-None RUR,Не указано,Открытая,Полный день,5/2,8 часов
126826360,Оператор видеонаблюдения,Нет опыта,Полная занятость,2025-10-22 T14:46:42,None-40350 RUR,"Ставрополь, улица Доваторцев, 44Д",Открытая,Полный день,5/2,8 часов
126078533,Оператор 1С (склад),От 1 года до 3 лет,Полная занятость,2025-10-23 T16:51:13,92000-103500 RUR,"деревня Чёрное, Чернореченская улица, 67",Открытая,Полный день,5/2,8 часов
126137591,Оператор чата,От 1 года до 3 лет,Полная занятость,2025-10-16 T11:08:36,30000-40000 RUR,Не указано,Открытая,Удаленная работа,2/2,12 часов
126466977,Оператор 1 С на склад,От 1 года до 3 лет,Полная занятость,2025-10-23 T17:10:09,50000-60000 RUR,"Казань, Тэцевская улица, 271",Открытая,Полный день,6/1,6 часов
126505268,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-14 T10:30:03,70000-None RUR,"Ярославль, 2-я Транспортная улица, 1А",Открытая,Полный день,5/2,8 часов
126566107,Оператор складского учета / 1С / базы данных,Нет опыта,Полная занятость,2025-10-15 T13:51:27,85000-None RUR,"Новомосковский административный округ, квартал № 63, 1Бс8",Открытая,Сменный график,3/3,12 часов
126026013,Специалист по документообороту (Оператор 1С),Нет опыта,Полная занятость,2025-10-01 T16:43:19,84000-None RUR,"Москва, Ленинградское шоссе, 71",Открытая,Сменный график,4/2,Другое
126719918,Оператор БРУ,Нет опыта,Полная занятость,2025-10-20 T11:29:44,76000-100000 RUR,"Воронеж, улица Циолковского, 34",Открытая,Гибкий график,6/1,10 часов
126782255,Оператор первичной переработки производства шоколадных масс,Нет опыта,Полная занятость,2025-10-21 T14:33:36,65000-75000 RUR,"поселок Варегово, улица Новый Путь, 36",Открытая,Сменный график,2/2,11 часов
126833677,Оператор call-центра / оператор на телефон в автосалон,От 1 года до 3 лет,Полная занятость,2025-10-22 T16:57:03,120000-None RUR,"Москва, Варшавское шоссе, 125",Открытая,Полный день,5/2,8 часов
126857270,Оператор 1C/офис-менеджер,Нет опыта,Полная занятость,2025-10-23 T10:28:30,43000-45000 RUR,"Краснодар, Центральный внутригородской округ, микрорайон Центральный, Красноармейская улица, 55/1",Открытая,Полный день,5/2,8 часов
126917923,Оператор Call-центра,От 1 года до 3 лет,Полная занятость,2025-10-24 T15:03:47,65000-None RUR,Не указано,Открытая,Удаленная работа,5/2,8 часов
124231514,Оператор по поддержке клиентов (чат),Нет опыта,Полная занятость,2025-10-08 T08:57:44,46000-52000 RUR,"Астрахань, Адмиралтейская улица, 15",Открытая,Удаленная работа,5/2,8 часов
125432698,Оператор ПК / Оператор 1С,Нет опыта,Полная занятость,2025-10-20 T08:38:53,57000-57000 RUR,"посёлок Залесье, Индустриальный проезд, 1к1",Открытая,Сменный график,2/2,11 часов
126521416,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-14 T14:10:23,110000-140000 RUR,"посёлок городского типа Скоропусковский, Производственная зона, 36",Открытая,Гибкий график,4/2,11 часов
126670947,Оператор станков с ЧПУ,От 1 года до 3 лет,Полная занятость,2025-10-17 T16:07:22,100000-120000 RUR,"Дзержинск, улица Сухаренко, 8",Открытая,Полный день,Другое,8 часов
126764312,Оператор 1С/Бухгалтер,Нет опыта,Полная занятость,2025-10-24 T10:16:58,80000-None RUR,"рабочий посёлок Горки Ленинские, промзона Технопарк, Западная улица, 3",Открытая,Полный день,5/2,8 часов
126806162,"Оператор 1с по выписке документов, система Меркурий",Нет опыта,Полная занятость,2025-10-22 T09:26:53,37000-37000 RUR,"Киров, Солнечный проезд, 1",Открытая,Полный день,5/2,8 часов
118563681,Оператор на производство,Нет опыта,Полная занятость,2025-10-03 T09:56:47,100000-120000 RUR,"Ставрополь, проспект Кулакова, 18",Открытая,Сменный график,3/3,12 часов
125940548,Оператор по сверкам,От 1 года до 3 лет,Полная занятость,2025-10-14 T10:44:56,59000-59000 RUR,"Красноярск, улица Пограничников, 9с12",Открытая,Полный день,5/2,8 часов
126132102,Оператор 1С,От 3 до 6 лет,Полная занятость,2025-10-25 T06:31:55,70000-70000 RUR,"Новосибирск, Толмачёвская улица, 44",Открытая,Сменный график,2/2,12 часов
126356760,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-09 T12:49:05,80000-80000 RUR,"Москва, улица Перерва, 11с23",Открытая,Полный день,5/2,8 часов
126414819,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-10 T16:09:04,85000-180000 RUR,"Тула, посёлок Менделеевский, проезд Энергетиков, 8",Открытая,Полный день,5/2,8 часов
126747290,Оператор call-центра,Нет опыта,Полная занятость,2025-10-20 T17:52:44,5000000-15000000 UZS,"Ташкент, улица Нукус, 87",Открытая,Полный день,5/2,8 часов
126826102,Оператор ПК,Нет опыта,Полная занятость,2025-10-22 T14:42:02,59300-None RUR,"Ростовская область, Новочеркасское шоссе, 180Ас1",Открытая,Полный день,5/2,8 часов
126918456,Оператор ЕГАИС,От 1 года до 3 лет,Полная занятость,2025-10-24 T15:13:36,70000-None RUR,"Обнинск, Коммунальный проезд, 23с1А",Открытая,Сменный график,2/2,12 часов
125795534,Оператор производственной линии,От 1 года до 3 лет,Полная занятость,2025-10-25 T10:24:44,100000-None RUR,"Всеволожск, Автомобильная улица, 14",Открытая,Сменный график,2/2,12 часов
126466990,Оператор в колл-центр удаленно,От 1 года до 3 лет,Полная занятость,2025-10-13 T13:04:03,40000-60000 RUR,"Екатеринбург, улица Радищева, 12",Открытая,Удаленная работа,2/2,11 часов
126647366,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-17 T11:48:04,75000-100000 RUR,"Павловский Посад, Павловская улица, 60",Открытая,Полный день,Другое,12 часов
126740908,Оператор-фармацевт,Нет опыта,Полная занятость,2025-10-20 T16:05:06,50000-None RUR,Не указано,Открытая,Удаленная работа,6/1,5 часов
126748226,Оператор колл-центра,Нет опыта,Полная занятость,2025-10-23 T18:02:06,40000-None RUR,"Махачкала, улица Ахмеда Магомедова, 11",Открытая,Полный день,6/1,9 часов
126914154,Оператор станков с ЧПУ,От 1 года до 3 лет,Полная занятость,2025-10-24 T13:52:24,120000-150000 RUR,"Долгопрудный, Береговой проезд, 3Б",Открытая,Полный день,5/2,8 часов
125795918,Диспетчер/Оператор-приемщик заказов,Нет опыта,Полная занятость,2025-09-25 T16:23:53,68000-None RUR,"Москва, Полярная улица, 29с1",Открытая,Сменный график,2/2,12 часов
126545820,Оператор ПК/Оператор базы данных,От 1 года до 3 лет,Полная занятость,2025-10-15 T09:00:57,50000-50000 RUR,"Тольятти, Коммунальная улица, 22А",Открытая,Полный день,5/2,8 часов
126647810,Оператор ПК склада (строительство),От 1 года до 3 лет,Полная занятость,2025-10-17 T11:53:39,50000-None RUR,"посёлок Новые Дарковичи, Сосновая улица",Открытая,Полный день,5/2,8 часов
121459023,Оператор ПК,Нет опыта,Полная занятость,2025-10-07 T10:53:46,50000-60000 RUR,"Москва, улица Пивченкова, 9",Открытая,Полный день,5/2,8 часов
125270284,Оператор 1С в отдел бухгалтерии,От 1 года до 3 лет,Полная занятость,2025-09-26 T12:31:19,60000-None RUR,"Новосибирск, Октябрьская магистраль, 3",Открытая,Полный день,5/2,8 часов
126385821,Оператор call-центра,От 1 года до 3 лет,Полная занятость,2025-10-10 T09:29:08,200000-450000 KZT,"Алматы, микрорайон Самал-3, 25",Открытая,Сменный график,2/2,10 часов
126487103,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-22 T18:18:54,80000-90000 RUR,"Москва, Кантемировская улица, 58",Открытая,Полный день,5/2,8 часов
126826799,Оператор 1С (ст. Овражки Казанского напр РЖД),От 1 года до 3 лет,Полная занятость,2025-10-22 T14:54:19,69000-85000 RUR,"посёлок городского типа Малаховка, микрорайон Овражки, улица Лесопитомник, 7",Открытая,Сменный график,4/3,12 часов
126281305,Оператор ПК,Нет опыта,Полная занятость,2025-10-08 T05:52:35,45000-None RUR,"Омск, Октябрьская улица, 123",Открытая,Полный день,5/2,8 часов
126683416,Оператор call-центра стоматологии/косметология,От 1 года до 3 лет,Частичная занятость,2025-10-22 T12:22:54,66000-102000 RUR,Не указано,Открытая,Удаленная работа,2/2,6 часов
126878312,Оператор ПК,Нет опыта,Полная занятость,2025-10-23 T14:31:52,40600-None RUR,"Воронеж, Монтажный проезд, 5Ж",Открытая,Полный день,Другое,12 часов
126897366,Оператор call-центра/Администратор заявок,От 1 года до 3 лет,Полная занятость,2025-10-24 T09:14:42,60000-60000 RUR,"Москва, Осенняя улица, 23",Открытая,Удаленная работа,5/2,8 часов
126704473,Оператор на запись пациентов (в чатах) - в офисе.,Нет опыта,Полная занятость,2025-10-20 T09:50:14,None-53000 RUR,"Москва, Марксистская улица, 34к10",Открытая,Сменный график,2/2,12 часов
126705989,Оператор call-центра,Нет опыта,Полная занятость,2025-10-20 T10:12:00,5000000-None UZS,"Ташкент, Яккасарайский район, 9-й проезд Абдуллы Каххара, 1А",Открытая,Полный день,5/2,8 часов
125372613,Оператор 1С,Нет опыта,Полная занятость,2025-10-09 T11:25:39,79000-None RUR,посёлок городского типа Обухово,Открытая,Полный день,5/2,8 часов
125694878,Бухгалтер по первичной документации/оператор 1с,От 3 до 6 лет,Полная занятость,2025-10-24 T08:43:20,65000-None RUR,"Пермь, улица Куйбышева, 118",Открытая,Полный день,5/2,8 часов
125943745,Младший диспетчер/Оператор ПК,Нет опыта,Полная занятость,2025-09-30 T10:21:37,70500-None RUR,"Москва, Киевская улица, 7к2",Открытая,Сменный график,4/4,12 часов
126793039,Оператор чат поддержки,От 1 года до 3 лет,Полная занятость,2025-10-21 T17:26:33,34800-52200 RUR,Не указано,Открытая,Удаленная работа,5/2,8 часов
126861686,Оператор линии (на производство),Нет опыта,Полная занятость,2025-10-23 T10:53:25,80000-None RUR,"Казань, улица Васильченко, 23Дк4",Открытая,Полный день,5/2,8 часов
125379825,Оператор ПК,Нет опыта,Полная занятость,2025-10-20 T08:46:39,50000-55000 RUR,Не указано,Открытая,Сменный график,2/2,12 часов
125850721,Оператор в чат (Узбекистан),Нет опыта,Полная занятость,2025-09-26 T16:24:24,Не указано,Не указано,Открытая,Удаленная работа,5/2,12 часов
125809860,Оператор клиентской поддержки,Нет опыта,Полная занятость,2025-10-21 T12:01:54,50000-50000 RUR,Не указано,Открытая,Удаленная работа,2/2,11 часов
126081663,Оператор технологического оборудования,Нет опыта,Полная занятость,2025-10-02 T18:03:22,91600-None RUR,"Ломоносовский район, территория Южная часть производственной зоны Горелово, Волхонское шоссе, 4к9",Открытая,Сменный график,2/2,12 часов
126155754,Оператор пункта,Нет опыта,Полная занятость,2025-10-06 T07:59:13,30000-40000 RUR,"посёлок Придорожный, микрорайон Южный Город, квартал Южный Город-1, Николаевский проспект, 44",Открытая,Гибкий график,3/3,12 часов
126301002,Ведущий специалист службы приема и регистрации документов (Оператор 1С),Нет опыта,Полная занятость,2025-10-08 T12:15:53,Не указано,"Москва, улица Стромынка, 18к5Б",Открытая,Полный день,5/2,8 часов
126306403,Оператор фасовочного станка,Нет опыта,Полная занятость,2025-10-08 T13:28:26,65000-88000 RUR,"Барнаул, улица Челюскинцев, 88",Открытая,Сменный график,1/3,24 часа
126703466,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-20 T09:37:22,47000-47000 RUR,"Рыбное, Знаменская улица, 2",Открытая,Сменный график,2/2,12 часов
126723742,"Оператор пк/1С (Степана Разина, д.9)",От 1 года до 3 лет,Полная занятость,2025-10-20 T12:08:30,70000-70000 RUR,"Санкт-Петербург, улица Степана Разина, 9",Открытая,Гибкий график,3/3,10 часов
126861540,Бухгалтер - Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-23 T10:52:53,45000-None RUR,"Краснодар, улица Силантьева82/1",Открытая,Полный день,5/2,8 часов
126933630,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-25 T07:28:11,80000-None RUR,"Набережные Челны, Профильная улица, 53",Открытая,Полный день,5/2,8 часов
126073568,Оператор 1С (производство),От 1 года до 3 лет,Полная занятость,2025-10-23 T15:50:52,120000-120000 RUR,"рабочий посёлок Нахабино, улица Володарского, 1А",Открытая,Полный день,5/2,8 часов
126093029,Оператор ПК/Оператор базы данных,Нет опыта,Полная занятость,2025-10-03 T08:26:03,45000-None RUR,"Нижний Новгород, Комсомольская площадь, 1А",Открытая,Полный день,5/2,4 часа
126181436,Оператор ПК/Оператор базы данных,Нет опыта,Полная занятость,2025-10-24 T12:55:39,50000-65000 RUR,"Нижний Новгород, Тепличная улица, 2К",Открытая,Полный день,5/2,8 часов
126559857,Оператор ПК (ПЦН/дежурная часть),Нет опыта,Полная занятость,2025-10-24 T12:18:52,4539-4539 RUR,"Нижний Новгород, улица Литвинова, 74к31",Открытая,Сменный график,1/3,24 часа
126607402,Оператор контроля качества/оператор видеонаблюдения,Нет опыта,Полная занятость,2025-10-16 T12:28:20,Не указано,Не указано,Открытая,Удаленная работа,2/2,12 часов
126369789,Оператор ПК,Нет опыта,Полная занятость,2025-10-24 T16:26:26,65000-75000 RUR,"Москва, Спартаковский переулок",Открытая,Сменный график,2/2,12 часов
126504059,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-23 T10:15:01,100000-None RUR,"рабочий посёлок имени Цюрупы, Октябрьская улица, 36",Открытая,Сменный график,2/2,11 часов
