,name,experience,employment,created_at,selary,address,type,schedule,work_schedule_by_days,working_hours
126393420,Оператор участка биосинтеза (производство АФС),От 1 года до 3 лет,Полная занятость,2025-10-10 T11:22:39,81000-None RUR,"Казань, Беломорская улица, 258",Открытая,Сменный график,2/2,12 часов
126643878,"Бухгалтер-оператор, г. Талдыкорган",От 3 до 6 лет,Полная занятость,2025-10-23 T08:19:13,262500-350000 KZT,"Талдыкорган, улица Кабанбай Батыра, 32",Открытая,Полный день,5/2,8 часов
126707004,Помощник оператора 1С,От 1 года до 3 лет,Полная занятость,2025-10-23 T10:19:24,200000-250000 KZT,"Алматы, проспект Суюнбая, 66Б",Открытая,Полный день,5/2,8 часов
126782899,Специалист по логистике / Логист / Оператор склада WMS,От 1 года до 3 лет,Полная занятость,2025-10-24 T14:42:35,90000-110000 RUR,"Пушкино, микрорайон Клязьма, Костомаровская улица, 5/1",Открытая,Полный день,5/2,8 часов
126843704,Оператор станка с программным управлением,От 1 года до 3 лет,Полная занятость,2025-10-23 T08:16:12,109000-None RUR,"Уфа, Сельская Богородская улица, 6/1к2",Открытая,Полный день,5/2,8 часов
126846415,"Оператор пульта охраны (Московская область, п. Мамонтово и г. Черноголовка)",Нет опыта,Полная занятость,2025-10-23 T09:16:39,5300-5300 RUR,Не указано,Открытая,Полный день,Другое,Другое
123345390,Оператор дезодорации подсолнечного масла,Нет опыта,Полная занятость,2025-10-01 T09:30:54,80000-None RUR,"Тольятти, Базовая улица, 20с8",Открытая,Сменный график,4/2,12 часов
125139294,Оператор-диспетчер,Нет опыта,Полная занятость,2025-10-14 T10:16:16,83000-None RUR,"Москва, Новолесная улица, 2",Открытая,Сменный график,3/3,12 часов
125884411,Оператор 1С/Менеджер по заявкам,Нет опыта,Полная занятость,2025-09-29 T10:31:02,None-50000 RUR,"Ульяновск 48.294319, 54.299614, улица Герасимова, 10Н",Открытая,Полный день,5/2,6 часов
126028472,Водитель-оператор вендинг сети,Нет опыта,Полная занятость,2025-10-01 T17:24:26,1800-None BYR,Не указано,Открытая,Полный день,5/2,8 часов
126470854,Сетевой инженер оператора связи,От 1 года до 3 лет,Полная занятость,2025-10-13 T13:56:40,150000-None RUR,"Москва, Кусковская улица, 20А",Открытая,Полный день,5/2,8 часов
126803575,Оператор производственной линии,От 1 года до 3 лет,Полная занятость,2025-10-23 T16:59:51,105000-None RUR,"Нижний Новгород, Дизельная улица, 31к6",Открытая,Сменный график,2/2,12 часов
120540083,Оператор станков с ЧПУ,От 1 года до 3 лет,Полная занятость,2025-10-16 T14:23:19,100000-180000 RUR,"Тюмень, улица Дружбы, 130",Открытая,Полный день,5/2,8 часов
126260317,Оператор по сбору заявок,Нет опыта,Полная занятость,2025-10-07 T14:29:23,60000-None RUR,"Москва, проспект Мира, 102к1",Открытая,Полный день,5/2,8 часов
126319972,Оператор цифровой печати,Нет опыта,Полная занятость,2025-10-08 T17:15:39,70000-90000 RUR,"Москва, 2-й Колобовский переулок, 9/2",Открытая,Сменный график,2/2,12 часов
126350634,"Офис-менеджер, оператор",От 1 года до 3 лет,Полная занятость,2025-10-09 T11:16:00,43000-50000 RUR,"Саратов, Ново-Астраханское шоссе, 81к4",Открытая,Полный день,5/2,8 часов
126625715,Оператор-наладчик станков с ЧПУ,От 3 до 6 лет,Полная занятость,2025-10-22 T17:22:31,130000-140000 RUR,"посёлок Металлострой, дорога на Металлострой, 11",Открытая,Сменный график,3/3,11 часов
126706453,Оператор call-центра медицинской клиники,Нет опыта,Полная занятость,2025-10-23 T10:16:42,45000-None RUR,"Нижнекамск, проспект Шинников, 35А",Открытая,Полный день,Другое,8 часов
